»’∆⁄,ºæΩ⁄,AQI,÷ ¡øµ»º∂,PM2.5,PM10,NO2,CO,SO2,O3_8h
2021-05-10,¥∫,95,¡º,23,48,24,0.6,3,154
2021-05-11,¥∫,79,¡º,15,50,28,0.4,2,134
2021-05-12,¥∫,65,¡º,42,72,31,0.9,4,117
2021-05-13,¥∫,63,¡º,40,75,28,1.1,2,109
2021-05-14,¥∫,38,”≈,11,30,15,0.4,3,75
2021-05-15,¥∫,47,”≈,4,23,18,0.3,2,93
2021-05-16,¥∫,67,¡º,12,45,31,0.3,2,120
2021-05-17,¥∫,82,¡º,20,65,35,0.4,2,138
2021-05-18,¥∫,139,«·∂»Œ€»æ,31,78,26,0.5,4,202
2021-05-19,¥∫,105,«·∂»Œ€»æ,37,74,21,0.5,2,165
2021-05-20,¥∫,132,«·∂»Œ€»æ,36,71,21,0.6,2,195
2021-05-21,¥∫,143,«·∂»Œ€»æ,32,85,22,0.6,3,207
2021-05-22,¥∫,122,«·∂»Œ€»æ,0,0,10,0.2,2,80
2021-05-23,¥∫,54,¡º,13,58,15,0.2,2,81
2021-05-24,¥∫,82,¡º,19,86,18,0.3,3,138
2021-05-25,¥∫,55,¡º,15,60,23,0.4,3,104
2021-05-26,¥∫,43,”≈,11,40,23,0.3,2,86
2021-05-27,¥∫,49,”≈,4,19,12,0.2,3,97
2021-05-28,¥∫,75,¡º,8,32,14,0.3,2,130
2021-05-29,¥∫,102,«·∂»Œ€»æ,17,40,19,0.4,2,162
2021-05-30,¥∫,41,”≈,25,41,23,0.8,2,82
2021-05-31,¥∫,70,¡º,15,36,20,0.5,3,123
2021-06-01,œƒ,52,¡º,21,49,26,0.6,2,102
2021-06-02,œƒ,42,”≈,3,23,16,0.2,2,84
2021-06-03,œƒ,46,”≈,6,30,20,0.3,2,92
2021-06-04,œƒ,50,”≈,7,25,19,0.2,3,99
2021-06-05,œƒ,97,¡º,12,43,22,0.4,3,156
2021-06-06,œƒ,97,¡º,21,47,18,0.6,3,156
2021-06-07,œƒ,144,«·∂»Œ€»æ,28,56,17,0.7,2,208
2021-06-08,œƒ,53,¡º,26,54,20,0.7,2,103
2021-06-09,œƒ,89,¡º,9,25,16,0.4,2,146
2021-06-10,œƒ,102,«·∂»Œ€»æ,15,47,31,0.4,2,162
2021-06-11,œƒ,191,÷–∂»Œ€»æ,32,81,30,0.6,4,256
2021-06-12,œƒ,149,«·∂»Œ€»æ,43,91,21,1.0,3,213
2021-06-13,œƒ,49,”≈,22,32,13,0.9,3,98
2021-06-14,œƒ,118,«·∂»Œ€»æ,22,37,13,0.7,2,179
2021-06-15,œƒ,36,”≈,19,33,18,0.6,2,71
2021-06-16,œƒ,50,”≈,7,27,16,0.4,3,99
2021-06-17,œƒ,45,”≈,5,26,19,0.2,3,89
2021-06-18,œƒ,50,”≈,8,34,23,0.3,3,99
2021-06-19,œƒ,62,¡º,10,37,24,0.2,3,114
2021-06-20,œƒ,122,«·∂»Œ€»æ,18,66,24,0.5,4,184
2021-06-21,œƒ,117,«·∂»Œ€»æ,15,45,17,0.5,3,178
2021-06-22,œƒ,65,¡º,18,34,20,0.4,2,117
2021-06-23,œƒ,87,¡º,24,47,25,0.6,2,144
2021-06-24,œƒ,80,¡º,30,49,17,0.8,3,135
2021-06-25,œƒ,87,¡º,21,41,14,0.7,3,144
2021-06-26,œƒ,120,«·∂»Œ€»æ,26,49,15,0.7,3,181
2021-06-27,œƒ,123,«·∂»Œ€»æ,32,55,16,0.8,3,185
2021-06-28,œƒ,61,¡º,26,41,12,0.6,3,113
2021-06-29,œƒ,91,¡º,14,28,10,0.5,3,149
2021-06-30,œƒ,82,¡º,12,28,12,0.4,3,138
2021-07-01,œƒ,101,«·∂»Œ€»æ,11,25,11,0.4,2,161
2021-07-02,œƒ,81,¡º,7,16,10,0.4,3,137
2021-07-03,œƒ,68,¡º,10,24,15,0.4,3,121
2021-07-04,œƒ,80,¡º,11,29,19,0.4,3,136
2021-07-05,œƒ,94,¡º,12,22,11,0.5,3,152
2021-07-06,œƒ,111,«·∂»Œ€»æ,21,41,16,0.6,3,172
2021-07-07,œƒ,87,¡º,12,32,17,0.5,2,144
2021-07-08,œƒ,125,«·∂»Œ€»æ,17,39,16,0.6,2,187
2021-07-09,œƒ,117,«·∂»Œ€»æ,31,68,20,0.9,2,178
2021-07-10,œƒ,99,¡º,25,49,14,0.8,2,158
2021-07-11,œƒ,30,”≈,4,6,8,0.5,3,59
2021-07-12,œƒ,55,¡º,9,18,13,0.6,3,105
2021-07-13,œƒ,90,¡º,20,35,13,0.7,3,147
2021-07-14,œƒ,88,¡º,26,43,12,0.9,3,145
2021-07-15,œƒ,66,¡º,17,32,11,0.7,2,119
2021-07-16,œƒ,32,”≈,12,22,10,0.6,3,64
2021-07-17,œƒ,36,”≈,16,26,12,0.6,3,71
2021-07-18,œƒ,63,¡º,17,29,13,0.5,2,115
2021-07-19,œƒ,59,¡º,19,35,14,0.6,2,110
2021-07-20,œƒ,42,”≈,16,32,16,0.6,2,84
2021-07-21,œƒ,29,”≈,14,26,18,0.7,2,57
2021-07-22,œƒ,66,¡º,15,32,16,0.5,3,119
2021-07-23,œƒ,86,¡º,27,53,18,0.5,3,143
2021-07-24,œƒ,80,¡º,30,59,17,0.6,2,136
2021-07-25,œƒ,68,¡º,29,59,16,0.7,2,121
2021-07-26,œƒ,46,”≈,10,16,12,0.5,3,91
2021-07-27,œƒ,33,”≈,12,21,16,0.6,2,66
2021-07-28,œƒ,30,”≈,10,16,13,0.5,2,59
2021-07-29,œƒ,39,”≈,6,14,11,0.4,2,77
2021-07-30,œƒ,113,«·∂»Œ€»æ,14,37,15,0.6,2,174
2021-07-31,œƒ,41,”≈,5,18,9,0.4,3,82
2021-08-01,œƒ,55,¡º,5,19,12,0.4,2,105
2021-08-02,œƒ,94,¡º,16,41,13,0.7,3,152
2021-08-03,œƒ,99,¡º,30,50,14,0.7,3,158
2021-08-04,œƒ,89,¡º,23,37,13,0.6,3,146
2021-08-05,œƒ,84,¡º,24,43,16,0.6,2,140
2021-08-06,œƒ,125,«·∂»Œ€»æ,41,70,18,0.7,2,187
2021-08-07,œƒ,106,«·∂»Œ€»æ,40,75,19,0.8,3,166
2021-08-08,œƒ,95,¡º,14,21,10,0.5,3,154
2021-08-09,œƒ,93,¡º,14,30,16,0.6,2,151
2021-08-10,œƒ,83,¡º,30,55,18,0.8,2,139
2021-08-11,œƒ,90,¡º,26,48,14,0.9,3,147
2021-08-12,œƒ,87,¡º,22,42,15,0.7,2,144
2021-08-13,œƒ,64,¡º,22,35,12,0.7,2,116
2021-08-14,œƒ,47,”≈,20,35,14,0.6,3,93
2021-08-15,œƒ,60,¡º,22,33,14,0.8,2,112
2021-08-16,œƒ,57,¡º,9,18,11,0.5,2,108
2021-08-17,œƒ,62,¡º,15,34,19,0.5,3,114
2021-08-18,œƒ,41,”≈,14,21,14,0.6,2,82
2021-08-19,œƒ,60,¡º,8,17,12,0.6,2,112
2021-08-20,œƒ,64,¡º,11,26,16,0.5,2,116
2021-08-21,œƒ,85,¡º,33,68,18,0.8,2,142
2021-08-22,œƒ,85,¡º,25,48,11,0.7,2,141
2021-08-23,œƒ,48,”≈,8,19,12,0.4,3,95
2021-08-24,œƒ,39,”≈,5,17,15,0.4,3,78
2021-08-25,œƒ,41,”≈,5,15,13,0.4,3,81
2021-08-26,œƒ,49,”≈,8,22,16,0.4,3,98
2021-08-27,œƒ,38,”≈,9,24,19,0.4,3,76
2021-08-28,œƒ,85,¡º,17,39,17,0.5,3,141
2021-08-29,œƒ,87,¡º,26,52,22,0.6,3,144
2021-08-30,œƒ,83,¡º,23,37,19,0.6,3,139
2021-08-31,œƒ,93,¡º,16,37,23,0.5,2,151
2021-09-01,«Ô,95,¡º,21,44,21,0.5,2,153
2021-09-02,«Ô,107,«·∂»Œ€»æ,28,55,20,0.7,3,167
2021-09-03,«Ô,48,”≈,20,31,16,0.8,2,96
2021-09-04,«Ô,44,”≈,14,23,14,0.5,3,87
2021-09-05,«Ô,33,”≈,5,10,12,0.4,3,65
2021-09-06,«Ô,70,¡º,11,27,17,0.5,2,123
2021-09-07,«Ô,90,¡º,19,38,18,0.6,2,147
2021-09-08,«Ô,64,¡º,32,50,23,0.7,2,116
2021-09-09,«Ô,107,«·∂»Œ€»æ,32,57,21,0.8,2,167
2021-09-10,«Ô,108,«·∂»Œ€»æ,42,72,23,0.9,3,168
2021-09-11,«Ô,51,¡º,28,52,21,0.9,2,68
2021-09-12,«Ô,48,”≈,17,32,19,0.8,3,96
2021-09-13,«Ô,37,”≈,20,37,20,0.8,3,67
2021-09-14,«Ô,46,”≈,19,46,27,0.7,3,86
2021-09-15,«Ô,31,”≈,15,31,24,0.7,2,45
2021-09-16,«Ô,46,”≈,9,24,20,0.4,3,91
2021-09-17,«Ô,46,”≈,19,46,28,0.5,3,78
2021-09-18,«Ô,31,”≈,20,28,19,0.6,3,62
2021-09-19,«Ô,37,”≈,4,11,12,0.5,3,74
2021-09-20,«Ô,43,”≈,4,13,15,0.4,2,85
2021-09-21,«Ô,54,¡º,9,28,21,0.4,2,104
2021-09-22,«Ô,78,¡º,21,49,29,0.7,3,133
2021-09-23,«Ô,31,”≈,15,19,18,0.9,2,61
2021-09-24,«Ô,42,”≈,13,24,17,0.6,3,83
2021-09-25,«Ô,25,”≈,12,20,20,0.6,3,47
2021-09-26,«Ô,45,”≈,11,26,20,0.5,3,90
2021-09-27,«Ô,51,¡º,23,51,28,0.6,3,87
2021-09-28,«Ô,47,”≈,18,47,27,0.6,2,88
2021-09-29,«Ô,54,¡º,30,58,24,0.8,2,71
2021-09-30,«Ô,35,”≈,10,28,21,0.4,3,69
2021-10-01,«Ô,56,¡º,27,62,32,0.8,2,42
2021-10-02,«Ô,53,¡º,28,55,23,0.8,2,58
2021-10-03,«Ô,25,”≈,3,17,14,0.3,3,49
2021-10-04,«Ô,23,”≈,6,13,18,0.3,3,30
2021-10-05,«Ô,20,”≈,6,7,16,0.3,3,39
2021-10-06,«Ô,28,”≈,9,18,20,0.4,3,56
2021-10-07,«Ô,38,”≈,16,33,26,0.5,3,76
2021-10-08,«Ô,33,”≈,22,26,26,0.6,3,57
2021-10-09,«Ô,32,”≈,3,21,14,0.2,3,63
2021-10-10,«Ô,33,”≈,8,27,26,0.3,3,60
2021-10-11,«Ô,37,”≈,12,33,29,0.4,3,68
2021-10-12,«Ô,53,¡º,28,49,42,0.5,3,72
2021-10-13,«Ô,42,”≈,17,42,32,0.5,3,54
2021-10-14,«Ô,32,”≈,7,26,16,0.3,3,63
2021-10-15,«Ô,32,”≈,4,19,10,0.2,3,63
2021-10-16,«Ô,41,”≈,15,41,31,0.4,2,46
2021-10-17,«Ô,58,¡º,33,66,39,0.5,3,45
2021-10-18,«Ô,31,”≈,6,20,19,0.3,3,61
2021-10-19,«Ô,48,”≈,23,48,36,0.4,2,47
2021-10-20,«Ô,35,”≈,14,35,25,0.4,2,62
2021-10-21,«Ô,35,”≈,10,30,27,0.3,3,70
2021-10-22,«Ô,54,¡º,30,57,41,0.4,3,57
2021-10-23,«Ô,92,¡º,68,81,49,0.7,4,66
2021-10-24,«Ô,153,÷–∂»Œ€»æ,117,109,56,0.9,3,77
2021-10-25,«Ô,72,¡º,52,57,33,0.6,3,69
2021-10-26,«Ô,39,”≈,8,32,31,0.3,3,63
2021-10-27,«Ô,51,¡º,19,52,39,0.5,3,46
2021-10-28,«Ô,93,¡º,69,93,60,0.8,5,47
2021-10-29,«Ô,122,«·∂»Œ€»æ,92,95,53,0.9,3,68
2021-10-30,«Ô,53,¡º,22,55,20,0.4,3,63
2021-10-31,«Ô,82,¡º,60,73,48,0.9,3,28
2021-11-01,«Ô,92,¡º,68,76,51,0.8,2,20
2021-11-02,«Ô,125,«·∂»Œ€»æ,95,86,50,0.8,2,32
2021-11-03,«Ô,165,÷–∂»Œ€»æ,125,103,50,0.9,2,34
2021-11-04,«Ô,193,÷–∂»Œ€»æ,145,112,49,1.1,2,33
2021-11-05,«Ô,107,«·∂»Œ€»æ,80,73,30,1.0,3,47
2021-11-06,«Ô,29,”≈,3,5,6,0.3,3,58
2021-11-07,«Ô,32,”≈,4,14,8,0.2,3,63
2021-11-08,«Ô,34,”≈,4,13,9,0.5,2,67
2021-11-09,«Ô,36,”≈,4,15,12,0.2,3,71
2021-11-10,«Ô,32,”≈,5,16,13,0.2,2,63
2021-11-11,«Ô,42,”≈,14,41,33,0.4,3,53
2021-11-12,«Ô,56,¡º,20,61,33,0.5,3,60
2021-11-13,«Ô,62,¡º,22,73,37,0.5,3,44
2021-11-14,«Ô,75,¡º,34,99,35,0.6,4,40
2021-11-15,«Ô,72,¡º,52,87,43,0.8,3,30
2021-11-16,«Ô,109,«·∂»Œ€»æ,82,95,53,1.0,3,28
2021-11-17,«Ô,128,«·∂»Œ€»æ,97,96,60,1.1,3,17
2021-11-18,«Ô,37,”≈,14,37,29,0.5,3,50
2021-11-19,«Ô,59,¡º,30,68,43,0.7,2,17
2021-11-20,«Ô,91,¡º,28,131,20,0.5,2,55
2021-11-21,«Ô,29,”≈,7,29,12,0.2,2,56
2021-11-22,«Ô,53,¡º,17,47,42,0.5,3,35
2021-11-23,«Ô,65,¡º,31,80,49,0.7,3,30
2021-11-24,«Ô,69,¡º,37,87,51,0.8,3,34
2021-11-25,«Ô,53,¡º,21,56,39,0.5,2,53
2021-11-26,«Ô,79,¡º,58,89,57,1.0,3,21
2021-11-27,«Ô,137,«·∂»Œ€»æ,104,109,63,1.2,4,19
2021-11-28,«Ô,79,¡º,58,53,32,0.7,2,36
2021-11-29,«Ô,29,”≈,4,18,9,0.2,3,57
2021-11-30,«Ô,38,”≈,10,29,30,0.4,3,49
2021-12-01,∂¨,37,”≈,11,37,22,0.4,2,65
2021-12-02,∂¨,45,”≈,13,45,32,0.4,2,52
2021-12-03,∂¨,58,¡º,23,57,46,0.7,3,33
2021-12-04,∂¨,79,¡º,58,92,63,1.0,4,15
2021-12-05,∂¨,43,”≈,18,43,27,0.4,2,63
2021-12-06,∂¨,49,”≈,16,42,39,0.5,2,37
2021-12-07,∂¨,68,¡º,42,69,54,0.7,3,12
2021-12-08,∂¨,123,«·∂»Œ€»æ,93,64,59,1.0,2,5
2021-12-09,∂¨,78,¡º,57,58,40,0.7,2,33
2021-12-10,∂¨,41,”≈,20,41,23,0.5,3,62
2021-12-11,∂¨,28,”≈,5,17,13,0.2,2,56
2021-12-12,∂¨,57,¡º,24,49,45,0.6,2,27
2021-12-13,∂¨,69,¡º,48,75,55,0.8,3,21
2021-12-14,∂¨,87,¡º,64,96,58,1.2,3,13
2021-12-15,∂¨,51,¡º,20,51,18,0.4,2,63
2021-12-16,∂¨,29,”≈,8,23,14,0.3,3,57
2021-12-17,∂¨,45,”≈,17,45,33,0.4,3,57
2021-12-18,∂¨,70,¡º,34,84,56,0.7,3,26
2021-12-19,∂¨,76,¡º,37,101,53,0.8,3,41
2021-12-20,∂¨,59,¡º,27,67,37,0.6,3,38
2021-12-21,∂¨,54,¡º,34,57,37,0.7,3,32
2021-12-22,∂¨,63,¡º,45,73,44,0.9,4,14
2021-12-23,∂¨,29,”≈,6,19,10,0.3,3,58
2021-12-24,∂¨,29,”≈,5,14,8,0.3,2,58
2021-12-25,∂¨,28,”≈,10,28,21,0.3,2,49
2021-12-26,∂¨,57,¡º,23,52,45,0.6,3,32
2021-12-27,∂¨,65,¡º,35,62,52,0.9,4,22
2021-12-28,∂¨,42,”≈,11,42,20,0.3,2,65
2021-12-29,∂¨,36,”≈,11,36,21,0.3,3,67
2021-12-30,∂¨,62,¡º,21,47,49,0.7,4,30
2021-12-31,∂¨,52,¡º,24,54,33,0.6,4,65
2022-01-01,∂¨,32,”≈,13,29,25,0.3,2,48
2022-01-02,∂¨,50,”≈,23,50,39,0.5,3,41
2022-01-03,∂¨,58,¡º,33,57,46,0.9,5,30
2022-01-04,∂¨,84,¡º,62,75,50,1.0,3,24
2022-01-05,∂¨,79,¡º,58,66,48,1.0,3,40
2022-01-06,∂¨,113,«·∂»Œ€»æ,85,91,62,1.3,3,16
2022-01-07,∂¨,73,¡º,53,60,43,0.9,3,60
2022-01-08,∂¨,65,¡º,47,67,43,0.9,3,26
2022-01-09,∂¨,33,”≈,18,28,19,0.4,2,65
2022-01-10,∂¨,33,”≈,11,25,26,0.4,2,44
2022-01-11,∂¨,36,”≈,15,36,26,0.4,2,58
2022-01-12,∂¨,29,”≈,11,24,23,0.4,2,52
2022-01-13,∂¨,92,¡º,68,83,51,0.9,3,25
2022-01-14,∂¨,59,¡º,42,57,30,0.6,3,63
2022-01-15,∂¨,32,”≈,10,24,25,0.4,2,48
2022-01-16,∂¨,42,”≈,17,36,33,0.5,2,54
2022-01-17,∂¨,70,¡º,49,73,56,0.9,5,21
2022-01-18,∂¨,79,¡º,58,79,41,1.2,6,29
2022-01-19,∂¨,55,¡º,39,44,24,0.5,2,42
2022-01-20,∂¨,80,¡º,59,56,35,0.8,3,32
2022-01-21,∂¨,130,«·∂»Œ€»æ,99,70,49,1.5,2,25
2022-01-22,∂¨,160,÷–∂»Œ€»æ,122,75,46,1.5,2,27
2022-01-23,∂¨,198,÷–∂»Œ€»æ,148,87,42,1.6,2,30
2022-01-24,∂¨,92,¡º,68,64,23,0.8,3,63
2022-01-25,∂¨,30,”≈,11,15,16,0.4,3,59
2022-01-26,∂¨,31,”≈,14,18,16,0.3,3,61
2022-01-27,∂¨,30,”≈,15,22,17,0.4,3,60
2022-01-28,∂¨,31,”≈,19,28,22,0.5,2,62
2022-01-29,∂¨,117,«·∂»Œ€»æ,88,112,32,1.0,3,56
2022-01-30,∂¨,35,”≈,8,14,6,0.2,2,69
2022-01-31,∂¨,36,”≈,7,12,9,0.3,2,72
2022-02-01,∂¨,37,”≈,12,19,14,0.4,2,74
2022-02-02,∂¨,39,”≈,7,13,9,0.3,2,78
2022-02-03,∂¨,39,”≈,5,10,5,0.2,2,77
2022-02-04,∂¨,38,”≈,7,13,7,0.2,2,76
2022-02-05,∂¨,38,”≈,8,16,11,0.3,2,76
2022-02-06,∂¨,36,”≈,11,21,17,0.4,2,71
2022-02-07,∂¨,36,”≈,15,26,22,0.4,2,71
2022-02-08,∂¨,55,¡º,39,56,37,0.7,4,62
2022-02-09,∂¨,77,¡º,56,80,36,0.7,3,82
2022-02-10,∂¨,69,¡º,50,74,29,0.7,3,77
2022-02-11,∂¨,57,¡º,35,63,21,0.6,4,57
2022-02-12,∂¨,68,¡º,49,68,21,0.8,2,49
2022-02-13,∂¨,39,”≈,13,17,10,0.3,2,77
2022-02-14,∂¨,35,”≈,14,20,14,0.3,2,70
2022-02-15,∂¨,37,”≈,14,21,14,0.3,2,73
2022-02-16,∂¨,38,”≈,26,37,24,0.5,3,67
2022-02-17,∂¨,48,”≈,33,44,21,0.4,2,74
2022-02-18,∂¨,37,”≈,8,15,6,0.2,2,74
2022-02-19,∂¨,36,”≈,9,21,12,0.3,2,72
2022-02-20,∂¨,36,”≈,8,19,9,0.3,2,72
2022-02-21,∂¨,38,”≈,11,19,12,0.3,2,76
2022-02-22,∂¨,35,”≈,15,27,26,0.4,2,69
2022-02-23,∂¨,46,”≈,25,46,34,0.5,3,65
2022-02-24,∂¨,84,¡º,62,103,49,0.8,5,69
2022-02-25,∂¨,42,”≈,8,20,15,0.3,2,83
2022-02-26,∂¨,53,¡º,22,55,38,0.5,3,65
2022-02-27,∂¨,76,¡º,52,102,42,0.8,7,76
2022-02-28,∂¨,38,”≈,7,19,12,0.3,2,76
2022-03-01,¥∫,43,”≈,16,43,25,0.4,3,82
2022-03-02,¥∫,61,¡º,26,72,28,0.6,4,74
2022-03-03,¥∫,72,¡º,25,94,22,0.4,3,83
2022-03-04,¥∫,40,”≈,7,31,12,0.2,2,80
2022-03-05,¥∫,52,¡º,22,53,35,0.4,5,75
2022-03-06,¥∫,53,¡º,26,56,34,0.5,4,82
2022-03-07,¥∫,77,¡º,56,103,50,0.8,5,83
2022-03-08,¥∫,134,«·∂»Œ€»æ,102,171,51,1.0,7,125
2022-03-09,¥∫,205,÷ÿ∂»Œ€»æ,155,249,48,1.2,5,146
2022-03-10,¥∫,120,«·∂»Œ€»æ,91,158,35,1.0,4,80
2022-03-11,¥∫,62,¡º,44,70,28,0.6,2,91
2022-03-12,¥∫,80,¡º,59,79,28,0.8,2,81
2022-03-13,¥∫,52,¡º,32,54,18,0.5,2,95
2022-03-14,¥∫,69,¡º,47,87,26,0.7,2,80
2022-03-15,¥∫,79,¡º,45,108,27,0.7,3,73
2022-03-16,¥∫,41,”≈,18,41,18,0.5,3,57
2022-03-17,¥∫,62,¡º,44,55,25,0.6,3,38
2022-03-18,¥∫,44,”≈,24,28,18,0.4,3,88
2022-03-19,¥∫,53,¡º,37,52,29,0.4,2,84
2022-03-20,¥∫,42,”≈,9,15,15,0.2,2,84
2022-03-21,¥∫,36,”≈,16,29,23,0.3,2,72
2022-03-22,¥∫,75,¡º,55,75,34,0.5,2,62
2022-03-23,¥∫,127,«·∂»Œ€»æ,96,131,43,0.8,2,33
2022-03-24,¥∫,95,¡º,0,0,28,0.5,2,68
2022-03-25,¥∫,66,¡º,14,81,19,0.2,2,86
2022-03-26,¥∫,46,”≈,7,29,14,0.2,2,91
2022-03-27,¥∫,70,¡º,30,90,23,0.3,3,104
2022-03-28,¥∫,77,¡º,54,103,27,0.5,2,67
2022-03-29,¥∫,40,”≈,28,40,19,0.5,3,56
2022-03-30,¥∫,44,”≈,13,19,16,0.3,3,88
2022-03-31,¥∫,43,”≈,14,32,23,0.3,2,86
2022-04-01,¥∫,44,”≈,13,30,20,0.3,2,88
2022-04-02,¥∫,63,¡º,22,61,25,0.3,2,115
2022-04-03,¥∫,93,¡º,69,122,27,0.5,4,149
2022-04-04,¥∫,80,¡º,44,110,21,0.4,2,95
2022-04-05,¥∫,58,¡º,11,65,15,0.3,2,80
2022-04-06,¥∫,66,¡º,28,81,34,0.4,2,86
2022-04-07,¥∫,119,«·∂»Œ€»æ,90,165,35,1.0,6,175
2022-04-08,¥∫,119,«·∂»Œ€»æ,90,161,28,0.9,4,155
2022-04-09,¥∫,128,«·∂»Œ€»æ,96,173,30,1.1,4,190
2022-04-10,¥∫,113,«·∂»Œ€»æ,0,0,27,0.7,3,98
2022-04-11,¥∫,69,¡º,14,87,12,0.3,3,103
2022-04-12,¥∫,67,¡º,28,62,17,0.4,2,120
2022-04-13,¥∫,46,”≈,11,29,15,0.2,3,92
2022-04-14,¥∫,47,”≈,9,23,11,0.2,3,94
2022-04-15,¥∫,49,”≈,13,37,20,0.2,3,98
2022-04-16,¥∫,70,¡º,41,89,38,0.4,3,82
2022-04-17,¥∫,95,¡º,58,104,31,0.6,4,153
2022-04-18,¥∫,70,¡º,48,86,30,0.4,3,124
2022-04-19,¥∫,102,«·∂»Œ€»æ,39,90,24,0.4,3,162
2022-04-20,¥∫,84,¡º,32,0,15,0.3,3,97
2022-04-21,¥∫,54,¡º,11,39,10,0.2,2,104
2022-04-22,¥∫,80,¡º,37,101,26,0.5,4,136
2022-04-23,¥∫,111,«·∂»Œ€»æ,52,137,28,0.8,5,172
2022-04-24,¥∫,107,«·∂»Œ€»æ,65,155,26,1.1,4,167
2022-04-25,¥∫,71,¡º,22,92,9,0.3,3,97
2022-04-26,¥∫,38,”≈,9,28,10,0.2,2,75
2022-04-27,¥∫,42,”≈,15,23,11,0.3,3,83
2022-04-28,¥∫,59,¡º,42,61,18,0.4,2,96
2022-04-29,¥∫,45,”≈,4,13,9,0.2,3,89
2022-04-30,¥∫,50,”≈,11,31,18,0.2,2,99
2022-05-01,¥∫,74,¡º,23,49,24,0.4,4,128
2022-05-02,¥∫,107,«·∂»Œ€»æ,29,70,24,0.4,3,167
2022-05-03,¥∫,130,«·∂»Œ€»æ,32,87,23,0.4,3,192
2022-05-04,¥∫,126,«·∂»Œ€»æ,34,92,17,0.5,4,188
2022-05-05,¥∫,54,¡º,18,57,12,0.3,3,83
2022-05-06,¥∫,42,”≈,16,33,15,0.3,3,84
2022-05-07,¥∫,36,”≈,14,25,12,0.3,3,72
2022-05-08,¥∫,57,¡º,18,32,16,0.3,3,108
2022-05-09,¥∫,70,¡º,51,79,19,0.5,3,67
2022-05-10,¥∫,48,”≈,23,41,16,0.4,3,96
2022-05-11,¥∫,49,”≈,13,23,11,0.2,3,98
2022-05-12,¥∫,46,”≈,5,20,10,0.2,3,92
2022-05-13,¥∫,47,”≈,6,22,14,0.2,3,94
2022-05-14,¥∫,50,”≈,9,23,15,0.2,3,99
2022-05-15,¥∫,60,¡º,12,29,14,0.2,3,111
2022-05-16,¥∫,101,«·∂»Œ€»æ,30,67,25,0.4,4,161
2022-05-17,¥∫,70,¡º,20,40,15,0.3,2,124
2022-05-18,¥∫,136,«·∂»Œ€»æ,36,76,22,0.6,4,199
2022-05-19,¥∫,153,÷–∂»Œ€»æ,39,82,19,0.6,3,218
2022-05-20,¥∫,148,«·∂»Œ€»æ,32,72,19,0.5,3,212
2022-05-21,¥∫,163,÷–∂»Œ€»æ,30,78,19,0.5,3,228
2022-05-22,¥∫,127,«·∂»Œ€»æ,30,69,17,0.5,3,189
2022-05-23,¥∫,127,«·∂»Œ€»æ,27,61,15,0.5,3,189
2022-05-24,¥∫,49,”≈,4,20,7,0.2,3,97
2022-05-25,¥∫,48,”≈,7,26,14,0.2,3,96
2022-05-26,¥∫,84,¡º,12,39,18,0.3,3,140
2022-05-27,¥∫,178,÷–∂»Œ€»æ,26,79,17,0.5,4,243
2022-05-28,¥∫,61,¡º,15,44,10,0.3,3,113
2022-05-29,¥∫,61,¡º,10,28,15,0.2,2,113
2022-05-30,¥∫,114,«·∂»Œ€»æ,18,50,22,0.4,3,175
2022-05-31,¥∫,91,¡º,14,36,19,0.3,3,149
2022-06-01,œƒ,173,÷–∂»Œ€»æ,21,55,22,0.4,3,238
2022-06-02,œƒ,200,÷–∂»Œ€»æ,34,79,21,0.7,6,265
2022-06-03,œƒ,101,«·∂»Œ€»æ,24,47,10,0.4,3,161
2022-06-04,œƒ,50,”≈,11,30,10,0.3,3,100
2022-06-05,œƒ,48,”≈,3,9,7,0.2,3,95
2022-06-06,œƒ,77,¡º,10,28,13,0.4,2,132
2022-06-07,œƒ,68,¡º,23,49,14,0.7,3,121
2022-06-08,œƒ,60,¡º,25,48,17,0.8,3,111
2022-06-09,œƒ,109,«·∂»Œ€»æ,29,66,14,0.7,2,169
2022-06-10,œƒ,73,¡º,23,53,14,0.6,3,127
2022-06-11,œƒ,90,¡º,17,33,11,0.5,3,147
2022-06-12,œƒ,55,¡º,16,29,12,0.4,3,105
2022-06-13,œƒ,60,¡º,14,28,13,0.5,3,111
2022-06-14,œƒ,90,¡º,22,41,13,0.6,3,148
2022-06-15,œƒ,131,«·∂»Œ€»æ,26,55,17,0.6,3,194
2022-06-16,œƒ,145,«·∂»Œ€»æ,36,74,18,0.9,3,209
2022-06-17,œƒ,159,÷–∂»Œ€»æ,35,72,12,0.9,2,224
2022-06-18,œƒ,151,÷–∂»Œ€»æ,31,62,11,0.8,3,216
2022-06-19,œƒ,170,÷–∂»Œ€»æ,34,72,14,0.8,2,235
2022-06-20,œƒ,172,÷–∂»Œ€»æ,57,107,19,1.1,3,237
2022-06-21,œƒ,73,¡º,53,79,17,0.9,3,100
2022-06-22,œƒ,81,¡º,12,17,14,0.4,3,137
2022-06-23,œƒ,73,¡º,5,15,17,0.2,2,127
2022-06-24,œƒ,205,÷ÿ∂»Œ€»æ,20,56,23,0.4,3,287
2022-06-25,œƒ,105,«·∂»Œ€»æ,24,55,13,0.6,3,165
2022-06-26,œƒ,70,¡º,26,40,10,0.6,2,123
