日期,季节,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2016-07-02,夏,137,轻度污染,83,108,43,1.0,8,200
2016-07-03,夏,173,中度污染,131,110,32,1.2,5,216
2016-07-04,夏,161,中度污染,96,104,30,1.0,5,226
2016-07-05,夏,155,中度污染,74,106,35,0.9,5,220
2016-07-06,夏,177,中度污染,110,125,33,1.2,8,242
2016-07-07,夏,146,轻度污染,91,104,34,1.2,5,210
2016-07-08,夏,143,轻度污染,83,93,32,0.8,4,207
2016-07-09,夏,137,轻度污染,91,86,28,0.8,4,200
2016-07-10,夏,129,轻度污染,86,98,29,0.7,7,191
2016-07-11,夏,52,良,29,54,29,0.6,4,94
2016-07-12,夏,112,轻度污染,20,43,32,0.5,3,173
2016-07-13,夏,80,良,35,0,42,0.8,4,135
2016-07-14,夏,52,良,36,40,30,0.7,2,77
2016-07-15,夏,54,良,38,53,40,0.8,3,82
2016-07-16,夏,154,中度污染,79,97,42,1.1,3,219
2016-07-17,夏,139,轻度污染,106,130,52,1.3,4,137
2016-07-18,夏,133,轻度污染,101,0,44,1.3,2,53
2016-07-19,夏,48,优,33,7,18,0.7,2,57
2016-07-20,夏,40,优,28,39,27,0.8,2,53
2016-07-21,夏,100,良,75,81,32,1.1,2,154
2016-07-22,夏,158,中度污染,120,174,34,1.2,2,180
2016-07-23,夏,131,轻度污染,73,118,34,0.9,3,194
2016-07-24,夏,57,良,40,38,29,0.8,3,108
2016-07-25,夏,93,良,21,48,24,0.6,3,151
2016-07-26,夏,168,中度污染,47,0,35,0.7,2,233
2016-07-27,夏,128,轻度污染,50,81,31,0.7,2,190
2016-07-28,夏,158,中度污染,120,139,30,1.3,2,217
2016-07-29,夏,170,中度污染,129,48,32,1.6,2,87
2016-07-30,夏,77,良,56,82,32,1.0,2,102
2016-07-31,夏,109,轻度污染,71,100,30,1.3,3,169
2016-08-01,夏,96,良,49,58,31,1.0,2,155
2016-08-02,夏,153,中度污染,59,80,35,1.0,3,218
2016-08-03,夏,155,中度污染,101,114,33,1.4,2,220
2016-08-04,夏,103,轻度污染,66,88,29,0.8,3,163
2016-08-05,夏,129,轻度污染,98,96,32,1.0,2,162
2016-08-06,夏,69,良,20,34,19,0.6,2,122
2016-08-07,夏,95,良,32,48,26,0.8,3,154
2016-08-08,夏,135,轻度污染,46,70,37,1.2,6,198
2016-08-09,夏,112,轻度污染,84,97,27,0.9,3,158
2016-08-10,夏,114,轻度污染,86,100,29,0.9,3,156
2016-08-11,夏,79,良,58,73,38,0.9,4,72
2016-08-12,夏,50,优,22,35,40,0.7,3,45
2016-08-13,夏,104,轻度污染,22,48,38,0.6,3,164
2016-08-14,夏,45,优,20,42,29,0.6,2,89
2016-08-15,夏,96,良,24,41,32,0.6,2,155
2016-08-16,夏,87,良,64,0,58,1.0,3,47
2016-08-17,夏,99,良,74,0,42,1.6,2,43
2016-08-18,夏,67,良,19,42,25,0.9,2,120
2016-08-19,夏,134,轻度污染,54,70,38,1.0,2,197
2016-08-20,夏,179,中度污染,54,74,40,1.0,3,244
2016-08-21,夏,103,轻度污染,50,66,32,0.9,4,163
2016-08-22,夏,95,良,71,91,42,0.9,6,135
2016-08-23,夏,109,轻度污染,82,110,48,1.1,3,133
2016-08-24,夏,34,优,17,23,24,0.4,2,67
2016-08-25,夏,45,优,11,29,33,0.4,2,90
2016-08-26,夏,48,优,15,39,38,0.4,3,81
2016-08-27,夏,46,优,12,32,34,0.3,2,92
2016-08-28,夏,66,良,19,47,45,0.5,3,119
2016-08-29,夏,109,轻度污染,30,65,48,0.6,3,169
2016-08-30,夏,50,优,16,37,40,0.5,3,88
2016-08-31,夏,39,优,8,31,31,0.3,3,72
2016-09-01,秋,39,优,12,34,31,0.4,2,56
2016-09-02,秋,86,良,21,45,35,0.5,2,143
2016-09-03,秋,106,轻度污染,79,0,44,1.0,5,166
2016-09-04,秋,54,良,28,58,33,0.5,2,94
2016-09-05,秋,0,无,0,0,0,0.0,0,0
2016-09-06,秋,87,良,40,65,41,0.7,5,144
2016-09-07,秋,55,良,23,46,44,0.6,2,105
2016-09-08,秋,53,良,18,39,42,0.5,3,68
2016-09-09,秋,54,良,17,44,43,0.5,3,92
2016-09-10,秋,65,良,32,48,29,0.8,2,117
2016-09-11,秋,72,良,34,51,38,0.8,2,126
2016-09-12,秋,118,轻度污染,89,98,53,1.1,3,137
2016-09-13,秋,130,轻度污染,99,102,50,1.1,4,174
2016-09-14,秋,111,轻度污染,79,100,42,0.9,4,172
2016-09-15,秋,172,中度污染,130,125,39,1.1,4,187
2016-09-16,秋,57,良,40,0,37,0.8,2,49
2016-09-17,秋,42,优,23,22,33,0.6,2,18
2016-09-18,秋,44,优,12,29,35,0.4,2,74
2016-09-19,秋,59,良,21,44,47,0.5,3,95
2016-09-20,秋,97,良,68,117,77,1.0,5,44
2016-09-21,秋,137,轻度污染,104,129,59,1.1,7,113
2016-09-22,秋,168,中度污染,127,172,49,1.2,3,182
2016-09-23,秋,156,中度污染,119,203,54,1.1,4,174
2016-09-24,秋,211,重度污染,161,193,49,1.5,4,96
2016-09-25,秋,80,良,59,109,46,1.2,2,61
2016-09-26,秋,33,优,23,29,24,0.6,2,59
2016-09-27,秋,50,优,16,38,40,0.4,3,58
2016-09-28,秋,75,良,53,90,60,0.7,5,95
2016-09-29,秋,135,轻度污染,103,138,76,0.9,7,145
2016-09-30,秋,220,重度污染,170,202,86,1.3,11,118
2016-10-01,秋,233,重度污染,183,201,72,1.4,6,132
2016-10-02,秋,159,中度污染,121,140,58,1.1,3,132
2016-10-03,秋,47,优,31,44,37,1.1,3,34
2016-10-04,秋,83,良,61,91,42,1.2,2,57
2016-10-05,秋,95,良,71,0,48,1.6,4,11
2016-10-06,秋,55,良,39,17,43,1.6,2,15
2016-10-07,秋,33,优,13,29,26,0.5,2,60
2016-10-08,秋,67,良,33,64,53,0.7,4,33
2016-10-09,秋,122,轻度污染,92,127,79,1.2,10,31
2016-10-10,秋,149,轻度污染,114,130,65,1.4,8,62
2016-10-11,秋,107,轻度污染,80,102,64,1.2,6,51
2016-10-12,秋,206,重度污染,156,189,75,1.6,5,78
2016-10-13,秋,292,重度污染,242,258,93,2.0,6,73
2016-10-14,秋,236,重度污染,186,226,88,1.9,4,4
2016-10-15,秋,153,中度污染,117,137,58,1.0,3,55
2016-10-16,秋,85,良,63,101,53,0.9,2,61
2016-10-17,秋,160,中度污染,122,158,72,1.8,6,10
2016-10-18,秋,278,重度污染,228,228,83,2.3,5,38
2016-10-19,秋,115,轻度污染,87,0,54,1.4,6,27
2016-10-20,秋,60,良,43,0,39,0.8,2,33
2016-10-21,秋,38,优,15,25,30,0.6,2,36
2016-10-22,秋,55,良,28,52,44,0.6,4,38
2016-10-23,秋,87,良,64,113,58,1.2,3,4
2016-10-24,秋,133,轻度污染,101,135,74,1.5,3,8
2016-10-25,秋,69,良,42,88,50,0.8,4,46
2016-10-26,秋,63,良,30,66,50,1.0,5,11
2016-10-27,秋,38,优,11,29,30,0.4,2,58
2016-10-28,秋,59,良,26,62,47,0.6,4,42
2016-10-29,秋,66,良,44,81,42,0.8,5,54
2016-10-30,秋,29,优,9,25,19,0.3,4,57
2016-10-31,秋,69,良,45,74,55,0.7,9,37
2016-11-01,秋,140,轻度污染,107,149,82,1.5,10,23
2016-11-02,秋,243,重度污染,193,241,104,2.6,9,11
2016-11-03,秋,292,重度污染,242,271,119,3.4,6,12
2016-11-04,秋,230,重度污染,180,203,95,3.1,5,36
2016-11-05,秋,95,良,71,97,56,1.2,10,40
2016-11-06,秋,53,良,37,43,39,0.8,3,50
2016-11-07,秋,67,良,39,71,53,0.8,7,36
2016-11-08,秋,208,重度污染,158,194,86,2.5,14,5
2016-11-09,秋,199,中度污染,149,178,70,1.8,8,15
2016-11-10,秋,110,轻度污染,83,124,65,1.7,7,16
2016-11-11,秋,100,良,75,124,66,1.5,10,28
2016-11-12,秋,132,轻度污染,100,165,72,2.3,11,4
2016-11-13,秋,62,良,39,73,35,0.9,4,61
2016-11-14,秋,79,良,45,84,63,1.5,13,23
2016-11-15,秋,132,轻度污染,100,147,80,2.2,16,21
2016-11-16,秋,149,轻度污染,114,165,70,2.5,22,6
2016-11-17,秋,242,重度污染,192,280,87,3.7,19,3
2016-11-18,秋,165,中度污染,125,133,65,1.8,9,49
2016-11-19,秋,70,良,51,0,41,1.1,4,25
2016-11-20,秋,30,优,10,21,15,0.4,3,60
2016-11-21,秋,28,优,8,21,21,0.4,4,55
2016-11-22,秋,44,优,19,33,35,0.6,8,43
2016-11-23,秋,102,轻度污染,76,107,70,1.5,18,25
2016-11-24,秋,214,重度污染,164,205,97,2.6,24,8
2016-11-25,秋,315,严重污染,265,361,117,3.5,22,13
2016-11-26,秋,68,良,49,80,45,0.9,7,58
2016-11-27,秋,97,良,63,101,77,1.7,18,16
2016-11-28,秋,129,轻度污染,98,146,81,2.6,26,4
2016-11-29,秋,117,轻度污染,88,128,67,2.1,15,53
2016-11-30,秋,60,良,33,56,48,0.8,9,57
2016-12-01,冬,129,轻度污染,98,131,85,2.1,19,17
2016-12-02,冬,259,重度污染,209,272,113,3.4,24,10
2016-12-03,冬,302,严重污染,252,284,104,3.6,18,17
2016-12-04,冬,60,良,43,50,43,1.0,8,61
2016-12-05,冬,112,轻度污染,84,128,92,2.3,21,11
2016-12-06,冬,170,中度污染,129,169,100,2.7,23,15
2016-12-07,冬,114,轻度污染,86,119,53,1.7,11,66
2016-12-08,冬,54,良,25,45,43,0.8,9,48
2016-12-09,冬,80,良,49,74,64,1.4,14,24
2016-12-10,冬,219,重度污染,169,204,101,3.5,35,8
2016-12-11,冬,271,重度污染,221,240,103,3.0,39,15
2016-12-12,冬,68,良,49,32,50,1.2,9,43
2016-12-13,冬,58,良,28,51,46,0.8,11,43
2016-12-14,冬,54,良,27,53,43,0.9,10,59
2016-12-15,冬,149,轻度污染,114,149,92,2.2,22,14
2016-12-16,冬,246,重度污染,196,224,104,3.3,32,11
2016-12-17,冬,271,重度污染,221,239,102,3.5,25,14
2016-12-18,冬,273,重度污染,223,253,111,4.1,22,14
2016-12-19,冬,418,严重污染,376,415,135,8.0,8,6
2016-12-20,冬,431,严重污染,396,415,155,8.0,12,9
2016-12-21,冬,79,良,58,57,35,1.3,6,59
2016-12-22,冬,62,良,34,65,49,0.8,9,39
2016-12-23,冬,160,中度污染,122,152,90,2.7,26,10
2016-12-24,冬,195,中度污染,146,168,96,2.8,30,5
2016-12-25,冬,59,良,41,45,47,0.9,15,50
2016-12-26,冬,59,良,42,63,45,0.9,9,51
2016-12-27,冬,87,良,64,64,42,1.1,10,45
2016-12-28,冬,88,良,65,94,53,1.1,12,31
2016-12-29,冬,262,重度污染,212,255,100,3.3,19,8
2016-12-30,冬,351,严重污染,301,356,129,4.6,21,8
2016-12-31,冬,470,严重污染,454,512,141,6.8,8,6
2017-01-01,冬,248,重度污染,198,190,102,3.8,13,38
2017-01-02,冬,348,严重污染,311,339,153,6.0,17,17
2017-01-03,冬,389,严重污染,364,389,153,7.5,19,13
2017-01-04,冬,270,重度污染,223,222,115,5.3,16,11
2017-01-05,冬,248,重度污染,199,183,110,4.3,23,14
2017-01-06,冬,220,重度污染,167,128,83,3.3,18,11
2017-01-07,冬,50,优,34,20,34,1.0,10,54
2017-01-08,冬,50,优,36,43,40,0.8,7,47
2017-01-09,冬,42,优,25,39,36,0.7,8,61
2017-01-10,冬,95,良,58,79,75,1.7,19,19
2017-01-11,冬,63,良,41,59,50,1.0,12,46
2017-01-12,冬,34,优,8,21,23,0.4,6,69
2017-01-13,冬,56,良,20,39,45,0.9,11,52
2017-01-14,冬,71,良,53,70,50,1.0,11,31
2017-01-15,冬,121,轻度污染,96,108,68,1.8,19,8
2017-01-16,冬,180,中度污染,137,142,75,2.2,21,21
2017-01-17,冬,62,良,38,51,52,0.9,11,39
2017-01-18,冬,70,良,45,86,37,1.2,14,63
2017-01-19,冬,43,优,25,37,36,0.8,9,57
2017-01-20,冬,49,优,24,46,29,0.8,9,72
2017-01-21,冬,52,良,26,36,42,0.9,12,49
2017-01-22,冬,58,良,36,46,50,1.0,14,44
2017-01-23,冬,114,轻度污染,90,101,77,2.1,29,29
2017-01-24,冬,224,重度污染,178,177,95,3.3,39,30
2017-01-25,冬,209,重度污染,155,164,62,2.7,26,70
2017-01-26,冬,87,良,78,111,31,0.8,24,77
2017-01-27,冬,398,严重污染,345,426,71,2.7,84,26
2017-01-28,冬,56,良,30,65,15,0.7,8,68
2017-01-29,冬,40,优,29,35,22,0.6,11,72
2017-01-30,冬,104,轻度污染,77,84,43,1.3,27,57
2017-01-31,冬,51,良,38,57,29,0.6,16,62
2017-02-01,冬,103,轻度污染,83,98,63,1.6,30,50
2017-02-02,冬,210,重度污染,166,179,87,2.7,45,49
2017-02-03,冬,305,严重污染,245,240,94,3.4,48,52
2017-02-04,冬,43,优,12,14,25,0.5,7,86
2017-02-05,冬,36,优,15,26,31,0.5,8,68
2017-02-06,冬,103,轻度污染,80,93,62,1.6,21,40
2017-02-07,冬,49,优,30,44,25,0.8,7,76
2017-02-08,冬,38,优,7,20,12,0.3,3,76
2017-02-09,冬,42,优,7,23,17,0.4,3,85
2017-02-10,冬,65,良,53,80,49,1.0,21,77
2017-02-11,冬,137,轻度污染,107,139,81,2.4,42,43
2017-02-12,冬,108,轻度污染,85,107,70,2.1,25,70
2017-02-13,冬,230,重度污染,185,188,101,2.9,32,20
2017-02-14,冬,281,重度污染,243,220,112,3.2,38,49
2017-02-15,冬,135,轻度污染,100,95,53,1.4,18,66
2017-02-16,冬,41,优,24,41,32,0.6,8,80
2017-02-17,冬,113,轻度污染,88,124,77,1.7,27,52
2017-02-18,冬,128,轻度污染,94,139,59,1.5,23,83
2017-02-19,冬,36,优,13,34,27,0.5,5,72
2017-02-20,冬,82,良,62,74,59,1.3,15,31
2017-02-21,冬,103,轻度污染,76,64,40,1.1,7,68
2017-02-22,冬,41,优,19,30,36,0.6,7,78
2017-02-23,冬,57,良,25,37,47,0.8,9,76
2017-02-24,冬,43,优,11,22,32,0.5,6,86
2017-02-25,冬,66,良,29,47,54,0.8,10,72
2017-02-26,冬,97,良,67,96,80,1.5,17,54
2017-02-27,冬,43,优,14,28,34,0.6,6,87
2017-02-28,冬,47,优,8,37,13,0.4,3,94
2017-03-01,春,67,良,40,80,54,0.9,13,70
2017-03-02,春,111,轻度污染,82,138,68,1.5,23,60
2017-03-03,春,113,轻度污染,87,108,74,1.7,26,82
2017-03-04,春,42,优,12,30,19,0.4,4,84
2017-03-05,春,45,优,17,43,34,0.7,6,81
2017-03-06,春,40,优,7,23,15,0.4,3,80
2017-03-07,春,45,优,10,30,24,0.5,3,90
2017-03-08,春,46,优,13,35,39,0.5,4,83
2017-03-09,春,77,良,34,65,64,0.9,12,88
2017-03-10,春,65,良,44,80,48,0.9,15,89
2017-03-11,春,44,优,7,27,13,0.3,3,88
2017-03-12,春,43,优,11,28,32,0.5,5,87
2017-03-13,春,51,良,21,52,43,0.6,8,85
2017-03-14,春,86,良,65,96,69,1.2,22,77
2017-03-15,春,148,轻度污染,115,156,88,1.4,25,83
2017-03-16,春,160,中度污染,125,162,71,1.1,19,81
2017-03-17,春,190,中度污染,146,162,68,1.2,16,139
2017-03-18,春,273,重度污染,222,217,81,2.1,33,150
2017-03-19,春,182,中度污染,137,126,75,1.4,19,60
2017-03-20,春,113,轻度污染,87,123,48,0.8,7,98
2017-03-21,春,175,中度污染,140,178,81,1.3,19,74
2017-03-22,春,160,中度污染,121,90,60,1.7,6,52
2017-03-23,春,80,良,60,31,49,1.0,2,50
2017-03-24,春,48,优,34,28,36,0.8,3,82
2017-03-25,春,44,优,12,27,23,0.4,3,89
2017-03-26,春,43,优,17,34,37,0.4,3,87
2017-03-27,春,80,良,60,93,54,0.7,9,100
2017-03-28,春,148,轻度污染,118,141,65,0.9,11,111
2017-03-29,春,114,轻度污染,86,129,57,1.2,16,85
2017-03-30,春,47,优,20,42,34,0.5,4,86
2017-03-31,春,67,良,31,78,52,0.6,7,88
2017-04-01,春,91,良,68,112,72,1.1,14,97
2017-04-02,春,165,中度污染,125,170,78,1.3,21,159
2017-04-03,春,174,中度污染,130,147,62,1.2,20,90
2017-04-04,春,81,良,61,57,30,0.6,5,129
2017-04-05,春,125,轻度污染,98,106,47,0.9,6,123
2017-04-06,春,100,良,76,120,48,0.8,8,76
2017-04-07,春,86,良,76,136,60,0.9,7,64
2017-04-08,春,87,良,64,100,46,1.0,7,98
2017-04-09,春,90,良,66,119,59,0.8,9,72
2017-04-10,春,58,良,26,66,35,0.4,3,90
2017-04-11,春,70,良,30,94,53,0.6,5,97
2017-04-12,春,91,良,54,135,66,1.1,14,77
2017-04-13,春,93,良,60,136,67,0.9,6,99
2017-04-14,春,70,良,36,86,52,0.5,5,119
2017-04-15,春,124,轻度污染,97,176,72,1.0,17,110
2017-04-16,春,168,中度污染,123,210,56,1.0,8,97
2017-04-17,春,65,良,24,80,23,0.3,2,94
2017-04-18,春,87,良,45,122,71,0.9,7,35
2017-04-19,春,71,良,36,88,44,0.7,3,90
2017-04-20,春,54,良,19,58,23,0.3,2,104
2017-04-21,春,87,良,44,122,44,0.5,8,122
2017-04-22,春,62,良,24,72,24,0.4,4,115
2017-04-23,春,66,良,31,79,31,0.5,5,111
2017-04-24,春,38,优,13,39,26,0.3,3,77
2017-04-25,春,51,良,14,38,30,0.4,3,102
2017-04-26,春,54,良,15,49,36,0.4,2,105
2017-04-27,春,62,良,23,64,40,0.4,3,115
2017-04-28,春,76,良,40,103,43,0.5,3,127
2017-04-29,春,105,轻度污染,48,158,44,0.5,5,141
2017-04-30,春,81,良,39,111,46,0.7,8,123
2017-05-01,春,132,轻度污染,64,132,54,1.0,10,196
2017-05-02,春,93,良,69,107,47,0.9,9,118
2017-05-03,春,500,严重污染,0,0,23,0.3,2,96
2017-05-04,春,342,严重污染,181,406,24,0.4,4,88
2017-05-05,春,71,良,34,94,38,0.4,3,113
2017-05-06,春,85,良,28,75,41,0.4,5,142
2017-05-07,春,101,轻度污染,56,113,55,0.6,8,162
2017-05-08,春,100,良,43,93,26,0.5,7,160
2017-05-09,春,81,良,39,69,32,0.5,4,138
2017-05-10,春,91,良,31,134,33,0.4,3,96
2017-05-11,春,111,轻度污染,45,170,26,0.5,5,144
2017-05-12,春,61,良,19,67,18,0.3,2,91
2017-05-13,春,70,良,12,35,16,0.3,2,124
2017-05-14,春,81,良,23,62,26,0.6,7,138
2017-05-15,春,124,轻度污染,43,90,30,0.6,10,187
2017-05-16,春,185,中度污染,62,133,39,0.7,10,250
2017-05-17,春,201,重度污染,86,152,52,0.9,11,275
2017-05-18,春,187,中度污染,85,150,44,0.8,11,252
2017-05-19,春,171,中度污染,57,122,40,0.8,8,236
2017-05-20,春,116,轻度污染,57,94,27,1.0,12,178
2017-05-21,春,53,良,37,46,37,1.1,7,54
2017-05-22,春,71,良,18,32,34,0.5,2,126
2017-05-23,春,84,良,17,54,45,0.4,3,141
2017-05-24,春,104,轻度污染,22,83,39,0.6,5,165
2017-05-25,春,154,中度污染,45,97,51,0.6,9,219
2017-05-26,春,196,中度污染,69,117,47,1.4,21,261
2017-05-27,春,194,中度污染,87,135,36,1.5,17,259
2017-05-28,春,69,良,28,88,27,0.7,8,101
2017-05-29,春,101,轻度污染,42,70,39,0.7,2,162
2017-05-30,春,140,轻度污染,65,104,45,0.8,4,205
2017-05-31,春,123,轻度污染,23,57,30,0.6,4,186
2017-06-01,夏,57,良,23,65,40,1.0,12,74
2017-06-02,夏,83,良,29,56,38,0.7,5,140
2017-06-03,夏,141,轻度污染,48,93,51,0.7,11,206
2017-06-04,夏,149,轻度污染,65,115,61,1.0,17,214
2017-06-05,夏,51,良,37,32,25,0.6,2,96
2017-06-06,夏,91,良,47,50,32,0.7,4,150
2017-06-07,夏,70,良,25,54,55,0.6,2,124
2017-06-08,夏,148,轻度污染,29,90,51,0.7,5,213
2017-06-09,夏,82,良,21,69,34,0.8,11,139
2017-06-10,夏,124,轻度污染,33,85,49,0.7,7,187
2017-06-11,夏,88,良,34,78,45,1.2,17,146
2017-06-12,夏,93,良,40,62,44,0.9,5,152
2017-06-13,夏,123,轻度污染,37,60,48,0.8,3,186
2017-06-14,夏,155,中度污染,38,95,54,0.7,4,220
2017-06-15,夏,158,中度污染,59,131,41,0.7,7,223
2017-06-16,夏,200,中度污染,82,159,37,0.9,12,267
2017-06-17,夏,197,中度污染,70,124,31,0.9,11,262
2017-06-18,夏,154,中度污染,37,70,27,0.6,3,219
2017-06-19,夏,156,中度污染,32,64,26,0.7,3,221
2017-06-20,夏,161,中度污染,48,79,28,0.9,8,226
2017-06-21,夏,50,优,33,29,25,0.8,2,101
2017-06-22,夏,51,良,19,12,20,0.7,2,102
2017-06-23,夏,65,良,21,26,23,0.6,2,119
2017-06-24,夏,108,轻度污染,26,43,33,0.5,2,169
2017-06-25,夏,134,轻度污染,24,44,39,0.5,2,198
2017-06-26,夏,200,中度污染,70,96,40,0.9,7,270
2017-06-27,夏,189,中度污染,98,125,43,1.3,8,254
2017-06-28,夏,139,轻度污染,52,77,34,0.9,3,203
2017-06-29,夏,200,中度污染,72,113,39,0.9,3,267
2017-06-30,夏,198,中度污染,89,132,42,1.0,5,263
2017-07-01,夏,189,中度污染,88,108,33,1.1,7,254
2017-07-02,夏,122,轻度污染,61,72,30,0.9,3,185
2017-07-03,夏,96,良,48,51,39,0.9,3,156
2017-07-04,夏,134,轻度污染,82,80,38,1.1,3,198
2017-07-05,夏,96,良,70,79,32,1.5,4,93
2017-07-06,夏,113,轻度污染,32,38,20,0.8,3,175
2017-07-07,夏,161,中度污染,41,61,31,0.7,2,226
2017-07-08,夏,169,中度污染,73,94,29,1.1,3,234
2017-07-09,夏,136,轻度污染,25,55,34,0.6,2,200
2017-07-10,夏,208,重度污染,48,94,44,0.9,4,311
2017-07-11,夏,191,中度污染,74,132,41,1.0,4,256
2017-07-12,夏,131,轻度污染,63,90,25,0.8,3,195
2017-07-13,夏,127,轻度污染,34,63,34,0.7,3,190
2017-07-14,夏,97,良,40,45,27,1.0,3,157
2017-07-15,夏,175,中度污染,67,83,34,1.2,3,240
2017-07-16,夏,120,轻度污染,54,68,28,1.1,3,182
2017-07-17,夏,88,良,60,61,27,0.9,3,146
2017-07-18,夏,110,轻度污染,75,74,25,0.8,3,171
2017-07-19,夏,127,轻度污染,99,105,31,0.8,3,174
2017-07-20,夏,53,良,22,23,27,0.7,2,104
2017-07-21,夏,38,优,23,34,31,0.7,2,77
2017-07-22,夏,60,良,44,59,39,0.8,2,106
2017-07-23,夏,57,良,40,54,41,0.8,2,43
2017-07-24,夏,80,良,32,52,34,0.9,4,137
2017-07-25,夏,43,优,22,34,32,0.7,3,86
2017-07-26,夏,64,良,40,66,48,1.0,3,117
2017-07-27,夏,70,良,28,56,44,0.8,3,125
2017-07-28,夏,91,良,31,58,38,0.7,2,150
2017-07-29,夏,129,轻度污染,38,66,35,0.7,3,192
2017-07-30,夏,200,中度污染,80,101,36,1.0,3,265
2017-07-31,夏,90,良,66,72,30,1.0,2,144
2017-08-01,夏,51,良,34,42,25,1.1,4,90
2017-08-02,夏,90,良,23,57,21,0.7,3,149
2017-08-03,夏,112,轻度污染,21,43,38,0.6,3,174
2017-08-04,夏,136,轻度污染,27,57,34,0.7,3,200
2017-08-05,夏,78,良,17,34,31,0.5,2,134
2017-08-06,夏,88,良,11,35,31,0.5,3,146
2017-08-07,夏,162,中度污染,29,69,39,0.7,3,227
2017-08-08,夏,101,轻度污染,24,34,27,0.6,2,162
2017-08-09,夏,125,轻度污染,65,83,33,0.8,3,188
2017-08-10,夏,119,轻度污染,88,95,38,1.2,3,139
2017-08-11,夏,46,优,31,35,38,0.8,3,79
2017-08-12,夏,57,良,40,47,37,0.9,2,99
2017-08-13,夏,93,良,28,39,27,0.8,2,152
2017-08-14,夏,106,轻度污染,55,75,32,1.0,2,167
2017-08-15,夏,85,良,56,67,37,0.9,3,142
2017-08-16,夏,92,良,23,35,28,0.7,2,151
2017-08-17,夏,72,良,53,68,55,1.2,3,123
2017-08-18,夏,70,良,42,43,33,1.0,2,124
2017-08-19,夏,99,良,60,69,38,1.2,3,159
2017-08-20,夏,133,轻度污染,72,94,39,1.1,2,197
2017-08-21,夏,98,良,72,81,35,1.0,3,97
2017-08-22,夏,57,良,20,32,28,0.7,2,109
2017-08-23,夏,47,优,13,37,38,0.6,3,82
2017-08-24,夏,47,优,10,38,39,0.5,3,80
2017-08-25,夏,60,良,15,56,49,0.6,3,52
2017-08-26,夏,38,优,17,26,28,0.6,3,76
2017-08-27,夏,34,优,19,23,28,0.6,3,68
2017-08-28,夏,49,优,17,50,37,0.5,3,87
2017-08-29,夏,91,良,52,87,44,0.9,4,150
2017-08-30,夏,107,轻度污染,83,99,35,0.9,2,120
2017-08-31,夏,182,中度污染,139,145,41,1.5,3,143
2017-09-01,秋,138,轻度污染,103,105,34,1.2,3,139
2017-09-02,秋,100,良,58,81,32,0.9,4,160
2017-09-03,秋,116,轻度污染,88,107,36,1.0,4,158
2017-09-04,秋,56,良,39,85,37,0.7,3,85
2017-09-05,秋,68,良,16,53,41,0.5,3,122
2017-09-06,秋,146,轻度污染,48,105,49,0.8,3,211
2017-09-07,秋,189,中度污染,118,152,43,1.3,4,254
2017-09-08,秋,132,轻度污染,101,119,33,1.8,7,181
2017-09-09,秋,122,轻度污染,86,107,41,1.2,2,82
2017-09-10,秋,50,优,20,43,41,0.5,2,89
2017-09-11,秋,68,良,23,65,48,0.6,2,122
2017-09-12,秋,123,轻度污染,74,125,59,1.2,5,186
2017-09-13,秋,112,轻度污染,85,118,52,1.1,4,160
2017-09-14,秋,80,良,60,102,64,0.9,4,121
2017-09-15,秋,122,轻度污染,91,124,63,1.1,4,153
2017-09-16,秋,43,优,11,47,36,0.4,3,87
2017-09-17,秋,80,良,23,73,58,0.6,3,136
2017-09-18,秋,57,良,13,48,47,0.5,3,83
2017-09-19,秋,58,良,14,58,50,0.5,3,91
2017-09-20,秋,97,良,59,124,79,1.0,8,139
2017-09-21,秋,70,良,23,94,41,0.5,2,83
2017-09-22,秋,120,轻度污染,50,192,75,0.9,7,108
2017-09-23,秋,102,轻度污染,64,157,63,1.1,4,143
2017-09-24,秋,100,良,76,127,47,1.5,8,136
2017-09-25,秋,66,良,48,77,43,0.7,2,56
2017-09-26,秋,61,良,28,61,49,1.0,4,30
2017-09-27,秋,36,优,10,37,30,0.4,3,66
2017-09-28,秋,90,良,45,103,73,0.8,5,68
2017-09-29,秋,142,轻度污染,113,154,69,1.2,4,112
2017-09-30,秋,95,良,69,89,49,0.8,2,83
2017-10-01,秋,44,优,13,43,35,0.6,3,36
2017-10-02,秋,42,优,16,39,35,0.5,2,53
2017-10-03,秋,55,良,30,62,40,0.6,4,70
2017-10-04,秋,75,良,55,78,41,0.8,5,88
2017-10-05,秋,90,良,67,88,50,0.8,5,91
2017-10-06,秋,145,轻度污染,114,128,75,1.2,3,14
2017-10-07,秋,164,中度污染,123,102,69,1.3,2,7
2017-10-08,秋,41,优,29,24,30,0.7,3,35
2017-10-09,秋,25,优,6,7,20,0.4,3,41
2017-10-10,秋,35,优,11,20,29,0.5,3,43
2017-10-11,秋,50,优,22,37,40,0.5,2,40
2017-10-12,秋,61,良,38,54,50,0.8,2,53
2017-10-13,秋,55,良,15,33,43,0.7,2,20
2017-10-14,秋,67,良,50,53,42,1.1,3,47
2017-10-15,秋,55,良,41,54,42,1.0,3,58
2017-10-16,秋,92,良,70,77,50,1.2,3,48
2017-10-17,秋,90,良,69,44,47,1.2,2,27
2017-10-18,秋,75,良,56,40,39,1.2,2,59
