日期,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2016/10/15,153,中度污染,117,137,58,1,3,55
2016/10/16,85,良,63,101,53,0.9,2,61
2016/10/17,160,中度污染,122,158,72,1.8,6,10
2016/10/18,278,重度污染,228,228,83,2.3,5,38
2016/10/19,115,轻度污染,87,0,54,1.4,6,27
2016/10/20,60,良,43,0,39,0.8,2,33
2016/10/21,38,优,15,25,30,0.6,2,36
2016/10/22,55,良,28,52,44,0.6,4,38
2016/10/23,87,良,64,113,58,1.2,3,4
2016/10/24,133,轻度污染,101,135,74,1.5,3,8
2016/10/25,69,良,42,88,50,0.8,4,46
2016/10/26,63,良,30,66,50,1,5,11
2016/10/27,38,优,11,29,30,0.4,2,58
2016/10/28,59,良,26,62,47,0.6,4,42
2016/10/29,66,良,44,81,42,0.8,5,54
2016/10/30,29,优,9,25,19,0.3,4,57
2016/10/31,69,良,45,74,55,0.7,9,37
2016/11/1,140,轻度污染,107,149,82,1.5,10,23
2016/11/2,243,重度污染,193,241,104,2.6,9,11
2016/11/3,292,重度污染,242,271,119,3.4,6,12
2016/11/4,230,重度污染,180,203,95,3.1,5,36
2016/11/5,95,良,71,97,56,1.2,10,40
2016/11/6,53,良,37,43,39,0.8,3,50
2016/11/7,67,良,39,71,53,0.8,7,36
2016/11/8,208,重度污染,158,194,86,2.5,14,5
2016/11/9,199,中度污染,149,178,70,1.8,8,15
2016/11/10,110,轻度污染,83,124,65,1.7,7,16
2016/11/11,100,良,75,124,66,1.5,10,28
2016/11/12,132,轻度污染,100,165,72,2.3,11,4
2016/11/13,62,良,39,73,35,0.9,4,61
2016/11/14,79,良,45,84,63,1.5,13,23
2016/11/15,132,轻度污染,100,147,80,2.2,16,21
2016/11/16,149,轻度污染,114,165,70,2.5,22,6
2016/11/17,242,重度污染,192,280,87,3.7,19,3
2016/11/18,165,中度污染,125,133,65,1.8,9,49
2016/11/19,70,良,51,0,41,1.1,4,25
2016/11/20,30,优,10,21,15,0.4,3,60
2016/11/21,28,优,8,21,21,0.4,4,55
2016/11/22,44,优,19,33,35,0.6,8,43
2016/11/23,102,轻度污染,76,107,70,1.5,18,25
2016/11/24,214,重度污染,164,205,97,2.6,24,8
2016/11/25,315,严重污染,265,361,117,3.5,22,13
2016/11/26,68,良,49,80,45,0.9,7,58
2016/11/27,97,良,63,101,77,1.7,18,16
2016/11/28,129,轻度污染,98,146,81,2.6,26,4
2016/11/29,117,轻度污染,88,128,67,2.1,15,53
2016/11/30,60,良,33,56,48,0.8,9,57
2016/12/1,129,轻度污染,98,131,85,2.1,19,17
2016/12/2,259,重度污染,209,272,113,3.4,24,10
2016/12/3,302,严重污染,252,284,104,3.6,18,17
2016/12/4,60,良,43,50,43,1,8,61
2016/12/5,112,轻度污染,84,128,92,2.3,21,11
2016/12/6,170,中度污染,129,169,100,2.7,23,15
2016/12/7,114,轻度污染,86,119,53,1.7,11,66
2016/12/8,54,良,25,45,43,0.8,9,48
2016/12/9,80,良,49,74,64,1.4,14,24
2016/12/10,219,重度污染,169,204,101,3.5,35,8
2016/12/11,271,重度污染,221,240,103,3,39,15
2016/12/12,68,良,49,32,50,1.2,9,43
2016/12/13,58,良,28,51,46,0.8,11,43
2016/12/14,54,良,27,53,43,0.9,10,59
2016/12/15,149,轻度污染,114,149,92,2.2,22,14
2016/12/16,246,重度污染,196,224,104,3.3,32,11
2016/12/17,271,重度污染,221,239,102,3.5,25,14
2016/12/18,273,重度污染,223,253,111,4.1,22,14
2016/12/19,418,严重污染,376,415,135,8,8,6
2016/12/20,431,严重污染,396,415,155,8,12,9
2016/12/21,79,良,58,57,35,1.3,6,59
2016/12/22,62,良,34,65,49,0.8,9,39
2016/12/23,160,中度污染,122,152,90,2.7,26,10
2016/12/24,195,中度污染,146,168,96,2.8,30,5
2016/12/25,59,良,41,45,47,0.9,15,50
2016/12/26,59,良,42,63,45,0.9,9,51
2016/12/27,87,良,64,64,42,1.1,10,45
2016/12/28,88,良,65,94,53,1.1,12,31
2016/12/29,262,重度污染,212,255,100,3.3,19,8
2016/12/30,351,严重污染,301,356,129,4.6,21,8
2016/12/31,470,严重污染,454,512,141,6.8,8,6
2017/1/1,248,重度污染,198,190,102,3.8,13,38
2017/1/2,348,严重污染,311,339,153,6,17,17
2017/1/3,389,严重污染,364,389,153,7.5,19,13
2017/1/4,270,重度污染,223,222,115,5.3,16,11
2017/1/5,248,重度污染,199,183,110,4.3,23,14
2017/1/6,220,重度污染,167,128,83,3.3,18,11
2017/1/7,50,优,34,20,34,1,10,54
2017/1/8,50,优,36,43,40,0.8,7,47
2017/1/9,42,优,25,39,36,0.7,8,61
2017/1/10,95,良,58,79,75,1.7,19,19
2017/1/11,63,良,41,59,50,1,12,46
2017/1/12,34,优,8,21,23,0.4,6,69
2017/1/13,56,良,20,39,45,0.9,11,52
2017/1/14,71,良,53,70,50,1,11,31
2017/1/15,121,轻度污染,96,108,68,1.8,19,8
2017/1/16,180,中度污染,137,142,75,2.2,21,21
2017/1/17,62,良,38,51,52,0.9,11,39
2017/1/18,70,良,45,86,37,1.2,14,63
2017/1/19,43,优,25,37,36,0.8,9,57
2017/1/20,49,优,24,46,29,0.8,9,72
2017/1/21,52,良,26,36,42,0.9,12,49
2017/1/22,58,良,36,46,50,1,14,44
2017/1/23,114,轻度污染,90,101,77,2.1,29,29
2017/1/24,224,重度污染,178,177,95,3.3,39,30
2017/1/25,209,重度污染,155,164,62,2.7,26,70
2017/1/26,87,良,78,111,31,0.8,24,77
2017/1/27,398,严重污染,345,426,71,2.7,84,26
2017/1/28,56,良,30,65,15,0.7,8,68
2017/1/29,40,优,29,35,22,0.6,11,72
2017/1/30,104,轻度污染,77,84,43,1.3,27,57
2017/1/31,51,良,38,57,29,0.6,16,62
2017/2/1,103,轻度污染,83,98,63,1.6,30,50
2017/2/2,210,重度污染,166,179,87,2.7,45,49
2017/2/3,305,严重污染,245,240,94,3.4,48,52
2017/2/4,43,优,12,14,25,0.5,7,86
2017/2/5,36,优,15,26,31,0.5,8,68
2017/2/6,103,轻度污染,80,93,62,1.6,21,40
2017/2/7,49,优,30,44,25,0.8,7,76
2017/2/8,38,优,7,20,12,0.3,3,76
2017/2/9,42,优,7,23,17,0.4,3,85
2017/2/10,65,良,53,80,49,1,21,77
2017/2/11,137,轻度污染,107,139,81,2.4,42,43
2017/2/12,108,轻度污染,85,107,70,2.1,25,70
2017/2/13,230,重度污染,185,188,101,2.9,32,20
2017/2/14,281,重度污染,243,220,112,3.2,38,49
2017/2/15,135,轻度污染,100,95,53,1.4,18,66
2017/2/16,41,优,24,41,32,0.6,8,80
2017/2/17,113,轻度污染,88,124,77,1.7,27,52
2017/2/18,128,轻度污染,94,139,59,1.5,23,83
2017/2/19,36,优,13,34,27,0.5,5,72
2017/2/20,82,良,62,74,59,1.3,15,31
2017/2/21,103,轻度污染,76,64,40,1.1,7,68
2017/2/22,41,优,19,30,36,0.6,7,78
2017/2/23,57,良,25,37,47,0.8,9,76
2017/2/24,43,优,11,22,32,0.5,6,86
2017/2/25,66,良,29,47,54,0.8,10,72
2017/2/26,97,良,67,96,80,1.5,17,54
2017/2/27,43,优,14,28,34,0.6,6,87
2017/2/28,47,优,8,37,13,0.4,3,94
2017/3/1,67,良,40,80,54,0.9,13,70
2017/3/2,111,轻度污染,82,138,68,1.5,23,60
2017/3/3,113,轻度污染,87,108,74,1.7,26,82
2017/3/4,42,优,12,30,19,0.4,4,84
2017/3/5,45,优,17,43,34,0.7,6,81
2017/3/6,40,优,7,23,15,0.4,3,80
2017/3/7,45,优,10,30,24,0.5,3,90
2017/3/8,46,优,13,35,39,0.5,4,83
2017/3/9,77,良,34,65,64,0.9,12,88
2017/3/10,65,良,44,80,48,0.9,15,89
2017/3/11,44,优,7,27,13,0.3,3,88
2017/3/12,43,优,11,28,32,0.5,5,87
2017/3/13,51,良,21,52,43,0.6,8,85
2017/3/14,86,良,65,96,69,1.2,22,77
2017/3/15,148,轻度污染,115,156,88,1.4,25,83
2017/3/16,160,中度污染,125,162,71,1.1,19,81
2017/3/17,190,中度污染,146,162,68,1.2,16,139
2017/3/18,273,重度污染,222,217,81,2.1,33,150
2017/3/19,182,中度污染,137,126,75,1.4,19,60
2017/3/20,113,轻度污染,87,123,48,0.8,7,98
2017/3/21,175,中度污染,140,178,81,1.3,19,74
2017/3/22,160,中度污染,121,90,60,1.7,6,52
2017/3/23,80,良,60,31,49,1,2,50
2017/3/24,48,优,34,28,36,0.8,3,82
2017/3/25,44,优,12,27,23,0.4,3,89
2017/3/26,43,优,17,34,37,0.4,3,87
2017/3/27,80,良,60,93,54,0.7,9,100
2017/3/28,148,轻度污染,118,141,65,0.9,11,111
2017/3/29,114,轻度污染,86,129,57,1.2,16,85
2017/3/30,47,优,20,42,34,0.5,4,86
2017/3/31,67,良,31,78,52,0.6,7,88
2017/4/1,91,良,68,112,72,1.1,14,97
2017/4/2,165,中度污染,125,170,78,1.3,21,159
2017/4/3,174,中度污染,130,147,62,1.2,20,90
2017/4/4,81,良,61,57,30,0.6,5,129
2017/4/5,125,轻度污染,98,106,47,0.9,6,123
2017/4/6,100,良,76,120,48,0.8,8,76
2017/4/7,86,良,76,136,60,0.9,7,64
2017/4/8,87,良,64,100,46,1,7,98
2017/4/9,90,良,66,119,59,0.8,9,72
2017/4/10,58,良,26,66,35,0.4,3,90
2017/4/11,70,良,30,94,53,0.6,5,97
2017/4/12,91,良,54,135,66,1.1,14,77
2017/4/13,93,良,60,136,67,0.9,6,99
2017/4/14,70,良,36,86,52,0.5,5,119
2017/4/15,124,轻度污染,97,176,72,1,17,110
2017/4/16,168,中度污染,123,210,56,1,8,97
2017/4/17,65,良,24,80,23,0.3,2,94
2017/4/18,87,良,45,122,71,0.9,7,35
2017/4/19,71,良,36,88,44,0.7,3,90
2017/4/20,54,良,19,58,23,0.3,2,104
2017/4/21,87,良,44,122,44,0.5,8,122
2017/4/22,62,良,24,72,24,0.4,4,115
2017/4/23,66,良,31,79,31,0.5,5,111
2017/4/24,38,优,13,39,26,0.3,3,77
2017/4/25,51,良,14,38,30,0.4,3,102
2017/4/26,54,良,15,49,36,0.4,2,105
2017/4/27,62,良,23,64,40,0.4,3,115
2017/4/28,76,良,40,103,43,0.5,3,127
2017/4/29,105,轻度污染,48,158,44,0.5,5,141
2017/4/30,81,良,39,111,46,0.7,8,123
2017/5/1,132,轻度污染,64,132,54,1,10,196
2017/5/2,93,良,69,107,47,0.9,9,118
2017/5/3,500,严重污染,0,0,23,0.3,2,96
2017/5/4,342,严重污染,181,406,24,0.4,4,88
2017/5/5,71,良,34,94,38,0.4,3,113
2017/5/6,85,良,28,75,41,0.4,5,142
2017/5/7,101,轻度污染,56,113,55,0.6,8,162
2017/5/8,100,良,43,93,26,0.5,7,160
2017/5/9,81,良,39,69,32,0.5,4,138
2017/5/10,91,良,31,134,33,0.4,3,96
2017/5/11,111,轻度污染,45,170,26,0.5,5,144
2017/5/12,61,良,19,67,18,0.3,2,91
2017/5/13,70,良,12,35,16,0.3,2,124
2017/5/14,81,良,23,62,26,0.6,7,138
2017/5/15,124,轻度污染,43,90,30,0.6,10,187
2017/5/16,185,中度污染,62,133,39,0.7,10,250
2017/5/17,201,重度污染,86,152,52,0.9,11,275
2017/5/18,187,中度污染,85,150,44,0.8,11,252
2017/5/19,171,中度污染,57,122,40,0.8,8,236
2017/5/20,116,轻度污染,57,94,27,1,12,178
2017/5/21,53,良,37,46,37,1.1,7,54
2017/5/22,71,良,18,32,34,0.5,2,126
2017/5/23,84,良,17,54,45,0.4,3,141
2017/5/24,104,轻度污染,22,83,39,0.6,5,165
2017/5/25,154,中度污染,45,97,51,0.6,9,219
2017/5/26,196,中度污染,69,117,47,1.4,21,261
2017/5/27,194,中度污染,87,135,36,1.5,17,259
2017/5/28,69,良,28,88,27,0.7,8,101
2017/5/29,101,轻度污染,42,70,39,0.7,2,162
2017/5/30,140,轻度污染,65,104,45,0.8,4,205
2017/5/31,123,轻度污染,23,57,30,0.6,4,186
2017/6/1,57,良,23,65,40,1,12,74
2017/6/2,83,良,29,56,38,0.7,5,140
2017/6/3,141,轻度污染,48,93,51,0.7,11,206
2017/6/4,149,轻度污染,65,115,61,1,17,214
2017/6/5,51,良,37,32,25,0.6,2,96
2017/6/6,91,良,47,50,32,0.7,4,150
2017/6/7,70,良,25,54,55,0.6,2,124
2017/6/8,148,轻度污染,29,90,51,0.7,5,213
2017/6/9,82,良,21,69,34,0.8,11,139
2017/6/10,124,轻度污染,33,85,49,0.7,7,187
2017/6/11,88,良,34,78,45,1.2,17,146
2017/6/12,93,良,40,62,44,0.9,5,152
2017/6/13,123,轻度污染,37,60,48,0.8,3,186
2017/6/14,155,中度污染,38,95,54,0.7,4,220
2017/6/15,158,中度污染,59,131,41,0.7,7,223
2017/6/16,200,中度污染,82,159,37,0.9,12,267
2017/6/17,197,中度污染,70,124,31,0.9,11,262
2017/6/18,154,中度污染,37,70,27,0.6,3,219
2017/6/19,156,中度污染,32,64,26,0.7,3,221
2017/6/20,161,中度污染,48,79,28,0.9,8,226
2017/6/21,50,优,33,29,25,0.8,2,101
2017/6/22,51,良,19,12,20,0.7,2,102
2017/6/23,65,良,21,26,23,0.6,2,119
2017/6/24,108,轻度污染,26,43,33,0.5,2,169
2017/6/25,134,轻度污染,24,44,39,0.5,2,198
2017/6/26,200,中度污染,70,96,40,0.9,7,270
2017/6/27,189,中度污染,98,125,43,1.3,8,254
2017/6/28,139,轻度污染,52,77,34,0.9,3,203
2017/6/29,200,中度污染,72,113,39,0.9,3,267
2017/6/30,198,中度污染,89,132,42,1,5,263
2017/7/1,189,中度污染,88,108,33,1.1,7,254
2017/7/2,122,轻度污染,61,72,30,0.9,3,185
2017/7/3,96,良,48,51,39,0.9,3,156
2017/7/4,134,轻度污染,82,80,38,1.1,3,198
2017/7/5,96,良,70,79,32,1.5,4,93
2017/7/6,113,轻度污染,32,38,20,0.8,3,175
2017/7/7,161,中度污染,41,61,31,0.7,2,226
2017/7/8,169,中度污染,73,94,29,1.1,3,234
2017/7/9,136,轻度污染,25,55,34,0.6,2,200
2017/7/10,208,重度污染,48,94,44,0.9,4,311
2017/7/11,191,中度污染,74,132,41,1,4,256
2017/7/12,131,轻度污染,63,90,25,0.8,3,195
2017/7/13,127,轻度污染,34,63,34,0.7,3,190
2017/7/14,97,良,40,45,27,1,3,157
2017/7/15,175,中度污染,67,83,34,1.2,3,240
2017/7/16,120,轻度污染,54,68,28,1.1,3,182
2017/7/17,88,良,60,61,27,0.9,3,146
2017/7/18,110,轻度污染,75,74,25,0.8,3,171
2017/7/19,127,轻度污染,99,105,31,0.8,3,174
2017/7/20,53,良,22,23,27,0.7,2,104
2017/7/21,38,优,23,34,31,0.7,2,77
2017/7/22,60,良,44,59,39,0.8,2,106
2017/7/23,57,良,40,54,41,0.8,2,43
2017/7/24,80,良,32,52,34,0.9,4,137
2017/7/25,43,优,22,34,32,0.7,3,86
2017/7/26,64,良,40,66,48,1,3,117
2017/7/27,70,良,28,56,44,0.8,3,125
2017/7/28,91,良,31,58,38,0.7,2,150
2017/7/29,129,轻度污染,38,66,35,0.7,3,192
2017/7/30,200,中度污染,80,101,36,1,3,265
2017/7/31,90,良,66,72,30,1,2,144
2017/8/1,51,良,34,42,25,1.1,4,90
2017/8/2,90,良,23,57,21,0.7,3,149
2017/8/3,112,轻度污染,21,43,38,0.6,3,174
2017/8/4,136,轻度污染,27,57,34,0.7,3,200
2017/8/5,78,良,17,34,31,0.5,2,134
2017/8/6,88,良,11,35,31,0.5,3,146
2017/8/7,162,中度污染,29,69,39,0.7,3,227
2017/8/8,101,轻度污染,24,34,27,0.6,2,162
2017/8/9,125,轻度污染,65,83,33,0.8,3,188
2017/8/10,119,轻度污染,88,95,38,1.2,3,139
2017/8/11,46,优,31,35,38,0.8,3,79
2017/8/12,57,良,40,47,37,0.9,2,99
2017/8/13,93,良,28,39,27,0.8,2,152
2017/8/14,106,轻度污染,55,75,32,1,2,167
2017/8/15,85,良,56,67,37,0.9,3,142
2017/8/16,92,良,23,35,28,0.7,2,151
2017/8/17,72,良,53,68,55,1.2,3,123
2017/8/18,70,良,42,43,33,1,2,124
2017/8/19,99,良,60,69,38,1.2,3,159
2017/8/20,133,轻度污染,72,94,39,1.1,2,197
2017/8/21,98,良,72,81,35,1,3,97
2017/8/22,57,良,20,32,28,0.7,2,109
2017/8/23,47,优,13,37,38,0.6,3,82
2017/8/24,47,优,10,38,39,0.5,3,80
2017/8/25,60,良,15,56,49,0.6,3,52
2017/8/26,38,优,17,26,28,0.6,3,76
2017/8/27,34,优,19,23,28,0.6,3,68
2017/8/28,49,优,17,50,37,0.5,3,87
2017/8/29,91,良,52,87,44,0.9,4,150
2017/8/30,107,轻度污染,83,99,35,0.9,2,120
2017/8/31,182,中度污染,139,145,41,1.5,3,143
2017/9/1,138,轻度污染,103,105,34,1.2,3,139
2017/9/2,100,良,58,81,32,0.9,4,160
2017/9/3,116,轻度污染,88,107,36,1,4,158
2017/9/4,56,良,39,85,37,0.7,3,85
2017/9/5,68,良,16,53,41,0.5,3,122
2017/9/6,146,轻度污染,48,105,49,0.8,3,211
2017/9/7,189,中度污染,118,152,43,1.3,4,254
2017/9/8,132,轻度污染,101,119,33,1.8,7,181
2017/9/9,122,轻度污染,86,107,41,1.2,2,82
2017/9/10,50,优,20,43,41,0.5,2,89
2017/9/11,68,良,23,65,48,0.6,2,122
2017/9/12,123,轻度污染,74,125,59,1.2,5,186
2017/9/13,112,轻度污染,85,118,52,1.1,4,160
2017/9/14,80,良,60,102,64,0.9,4,121
2017/9/15,122,轻度污染,91,124,63,1.1,4,153
2017/9/16,43,优,11,47,36,0.4,3,87
2017/9/17,80,良,23,73,58,0.6,3,136
2017/9/18,57,良,13,48,47,0.5,3,83
2017/9/19,58,良,14,58,50,0.5,3,91
2017/9/20,97,良,59,124,79,1,8,139
2017/9/21,70,良,23,94,41,0.5,2,83
2017/9/22,120,轻度污染,50,192,75,0.9,7,108
2017/9/23,102,轻度污染,64,157,63,1.1,4,143
2017/9/24,100,良,76,127,47,1.5,8,136
2017/9/25,66,良,48,77,43,0.7,2,56
2017/9/26,61,良,28,61,49,1,4,30
2017/9/27,36,优,10,37,30,0.4,3,66
2017/9/28,90,良,45,103,73,0.8,5,68
2017/9/29,142,轻度污染,113,154,69,1.2,4,112
2017/9/30,95,良,69,89,49,0.8,2,83
2017/10/1,44,优,13,43,35,0.6,3,36
2017/10/2,42,优,16,39,35,0.5,2,53
2017/10/3,55,良,30,62,40,0.6,4,70
2017/10/4,75,良,55,78,41,0.8,5,88
2017/10/5,90,良,67,88,50,0.8,5,91
2017/10/6,145,轻度污染,114,128,75,1.2,3,14
2017/10/7,164,中度污染,123,102,69,1.3,2,7
2017/10/8,41,优,29,24,30,0.7,3,35
2017/10/9,25,优,6,7,20,0.4,3,41
2017/10/10,35,优,11,20,29,0.5,3,43
2017/10/11,50,优,22,37,40,0.5,2,40
2017/10/12,61,良,38,54,50,0.8,2,53
2017/10/13,55,良,15,33,43,0.7,2,20
2017/10/14,67,良,50,53,42,1.1,3,47
2017/10/15,55,良,41,54,42,1,3,58
2017/10/16,92,良,70,77,50,1.2,3,48
2017/10/17,90,良,69,44,47,1.2,2,27
2017/10/18,75,良,56,40,39,1.2,2,59
2017/10/19,128,轻度污染,98,79,48,1.5,2,59
2017/10/20,100,良,73,71,38,1.3,3,72
2017/10/21,56,良,39,48,45,1,5,20
2017/10/22,50,优,36,43,39,0.7,2,52
2017/10/23,92,良,70,72,47,1,3,65
2017/10/24,140,轻度污染,110,92,56,1.3,3,36
2017/10/25,202,重度污染,153,123,69,1.6,3,25
2017/10/26,221,重度污染,170,123,68,1.6,3,46
2017/10/27,62,良,43,55,27,0.7,2,55
2017/10/28,33,优,8,23,28,0.4,3,57
2017/10/29,58,良,19,44,47,0.6,3,46
2017/10/30,91,良,62,105,73,1,5,9
2017/10/31,98,良,65,100,79,1.1,3,31
2017/11/1,71,良,52,87,57,1,6,56
2017/11/2,37,优,8,28,31,0.4,2,62
2017/11/3,67,良,38,64,55,0.8,5,47
2017/11/4,130,轻度污染,101,120,71,1.3,6,37
2017/11/5,201,重度污染,152,144,71,1.5,5,56
2017/11/6,111,轻度污染,81,99,44,1,3,66
2017/11/7,63,良,20,45,52,0.8,6,30
2017/11/8,78,良,53,94,65,1.4,6,22
2017/11/9,39,优,7,37,15,0.3,2,58
2017/11/10,46,优,18,38,37,0.5,4,36
2017/11/11,78,良,56,93,64,1,6,15
2017/11/12,60,良,26,71,31,0.6,3,61
2017/11/13,32,优,11,32,27,0.5,3,62
2017/11/14,46,优,16,38,38,0.5,3,60
2017/11/15,90,良,58,87,73,1.4,10,19
2017/11/16,55,良,22,58,31,0.7,4,64
2017/11/17,54,良,40,62,36,0.6,7,60
2017/11/18,117,轻度污染,89,118,73,1.4,9,17
2017/11/19,135,轻度污染,105,129,86,1.9,10,29
2017/11/20,158,中度污染,119,158,86,2,12,37
2017/11/21,33,优,7,31,18,0.4,3,62
2017/11/22,30,优,7,29,21,0.4,3,52
2017/11/23,47,优,22,50,35,0.6,7,52
2017/11/24,76,良,39,74,59,1,7,25
2017/11/25,30,优,12,30,26,0.4,3,61
2017/11/26,93,良,70,96,72,1.4,10,13
2017/11/27,64,良,37,76,38,0.9,4,64
2017/11/28,43,优,14,36,36,0.5,4,43
2017/11/29,55,良,26,52,44,0.8,7,17
2017/11/30,87,良,73,106,71,1.2,11,0
2017/12/1,162,中度污染,152,220,108,2,17,0
2017/12/2,254,重度污染,48,77,39,3,6,0
2017/12/3,28,优,6,22,18,0.5,2,0
2017/12/4,77,良,25,51,49,1,6,0
2017/12/5,82,良,23,52,42,1,7,0
2017/12/6,29,优,9,28,21,0.3,5,0
2017/12/7,28,优,23,48,49,0.5,6,0
2017/12/8,77,良,34,63,64,1.4,8,0
2017/12/9,30,优,7,46,15,0.3,3,0
2017/12/10,39,优,6,21,17,0.5,3,0
2017/12/11,23,优,14,27,33,0.3,5,0
2017/12/12,65,良,32,50,54,1,8,22
2017/12/13,97,良,74,87,71,1.9,19,13
2017/12/14,51,良,33,55,34,0.9,7,57
2017/12/15,41,优,8,39,13,0.3,3,64
2017/12/16,68,良,28,52,54,0.9,7,56
2017/12/17,47,优,12,47,21,0.5,4,63
2017/12/18,65,良,37,72,52,0.9,9,33
2017/12/19,53,良,20,43,42,0.6,5,64
2017/12/20,98,良,53,77,78,1.4,13,20
2017/12/21,72,良,36,61,57,1.2,9,62
2017/12/22,79,良,32,57,63,1,11,19
2017/12/23,49,优,13,49,16,0.5,4,73
2017/12/24,62,良,31,50,49,0.7,10,43
2017/12/25,59,良,25,44,48,0.7,7,47
2017/12/26,99,良,76,89,71,1.5,11,15
2017/12/27,143,轻度污染,109,110,70,1.9,13,19
2017/12/28,225,重度污染,175,168,86,2.9,6,11
2017/12/29,145,轻度污染,111,118,62,2,5,52
2017/12/30,64,良,32,67,51,1,6,35
2017/12/31,57,良,34,63,44,1,9,38
2018/1/1,50,优,28,50,33,0.8,7,46
2018/1/2,28,优,11,28,21,0.4,5,51
2018/1/3,40,优,15,30,32,0.5,4,39
2018/1/4,63,良,32,54,50,0.9,8,36
2018/1/5,48,优,16,30,38,0.5,5,48
2018/1/6,54,良,38,57,43,0.8,10,50
2018/1/7,55,良,12,60,11,0.3,4,61
2018/1/8,35,优,7,35,13,0.3,3,63
2018/1/9,32,优,6,21,9,0.3,3,63
2018/1/10,32,优,13,25,25,0.5,5,55
2018/1/11,87,良,61,81,69,1.3,11,21
2018/1/12,139,轻度污染,106,122,79,1.7,15,17
2018/1/13,176,中度污染,133,137,71,1.7,12,41
2018/1/14,59,良,32,58,47,0.9,8,42
2018/1/15,114,轻度污染,45,177,42,0.7,5,55
2018/1/16,77,良,42,104,49,1,8,62
2018/1/17,93,良,63,105,74,1.2,11,19
2018/1/18,108,轻度污染,81,122,73,1.5,13,36
2018/1/19,63,良,31,75,48,0.8,9,32
2018/1/20,64,良,37,77,44,1.2,19,29
2018/1/21,47,优,22,47,25,0.6,4,65
2018/1/22,32,优,11,32,15,0.4,4,60
2018/1/23,35,优,17,33,28,0.4,5,65
2018/1/24,33,优,9,23,26,0.4,4,62
2018/1/25,53,良,29,41,42,0.6,8,42
2018/1/26,112,轻度污染,84,95,67,1.4,14,14
2018/1/27,59,良,11,67,15,0.4,3,66
2018/1/28,56,良,8,61,20,0.4,3,67
2018/1/29,36,优,11,36,24,0.4,6,68
2018/1/30,62,良,22,74,29,0.5,7,65
2018/1/31,68,良,30,85,36,0.7,10,64
2018/2/1,34,优,8,30,11,0.3,5,68
2018/2/2,32,优,8,21,20,0.4,5,64
2018/2/3,40,优,19,36,32,0.5,8,55
2018/2/4,34,优,7,18,15,0.3,3,67
2018/2/5,65,良,47,61,51,0.9,13,43
2018/2/6,51,良,33,52,31,0.6,8,76
2018/2/7,73,良,53,76,53,0.9,12,49
2018/2/8,80,良,40,109,32,0.7,8,74
2018/2/9,44,优,10,44,12,0.3,3,74
2018/2/10,67,良,9,84,6,0.3,2,73
2018/2/11,53,良,12,56,15,0.4,4,73
2018/2/12,79,良,58,79,57,1.1,13,50
2018/2/13,37,优,13,33,18,0.4,3,74
2018/2/14,73,良,53,66,22,0.5,10,80
2018/2/15,107,轻度污染,80,101,24,0.6,14,85
2018/2/16,109,轻度污染,82,92,35,1.3,10,49
2018/2/17,152,中度污染,116,109,46,1.7,14,80
2018/2/18,188,中度污染,141,131,42,2,24,69
2018/2/19,63,良,45,42,21,0.7,6,85
2018/2/20,48,优,33,43,26,0.6,6,81
2018/2/21,45,优,18,45,29,0.5,6,77
2018/2/22,52,良,23,54,29,0.6,6,79
2018/2/23,62,良,30,74,21,0.6,10,65
2018/2/24,82,良,60,71,43,0.8,10,66
2018/2/25,162,中度污染,123,121,69,1.5,21,86
2018/2/26,218,重度污染,168,170,51,1.8,12,66
2018/2/27,115,轻度污染,87,116,34,1,9,74
2018/2/28,50,优,17,50,17,0.3,4,80
2018/3/1,103,轻度污染,77,103,51,1,18,65
2018/3/2,215,重度污染,165,189,72,1.8,18,52
2018/3/3,124,轻度污染,57,198,35,0.8,7,46
2018/3/4,90,良,48,130,41,0.8,9,65
2018/3/5,64,良,46,65,38,0.9,10,64
2018/3/6,65,良,47,64,47,0.7,8,44
2018/3/7,61,良,43,72,34,0.7,6,70
2018/3/8,135,轻度污染,103,106,66,1.2,12,73
2018/3/9,153,中度污染,117,125,58,1.4,14,101
2018/3/10,84,良,62,69,45,1.3,16,59
2018/3/11,189,中度污染,142,137,69,1.6,10,84
2018/3/12,283,重度污染,233,189,92,2,10,139
2018/3/13,276,重度污染,226,176,73,2.4,16,78
2018/3/14,61,良,20,72,16,0.4,3,87
2018/3/15,55,良,32,60,28,0.5,7,87
2018/3/16,83,良,61,60,57,0.9,4,27
2018/3/17,135,轻度污染,103,71,51,0.9,3,81
2018/3/18,93,良,69,59,43,0.8,4,88
2018/3/19,40,优,23,39,32,0.5,4,80
2018/3/20,79,良,58,82,51,0.8,8,68
2018/3/21,110,轻度污染,83,100,61,0.9,7,88
2018/3/22,138,轻度污染,105,126,82,1.3,10,59
2018/3/23,117,轻度污染,88,99,58,1.1,9,108
2018/3/24,74,良,54,89,54,0.6,7,117
2018/3/25,150,轻度污染,115,133,70,1,12,129
2018/3/26,233,重度污染,183,182,94,1.3,11,109
2018/3/27,0,无,0,0,47,0.8,6,69
2018/3/28,107,轻度污染,37,164,42,0.8,12,80
2018/3/29,66,良,39,81,50,0.6,7,96
2018/3/30,128,轻度污染,97,146,77,1,12,110
2018/3/31,213,重度污染,163,198,74,1.4,14,185
